"","GDAXI.Close"
"2018-08-29",12561.679688
"2018-08-30",12494.240234
"2018-08-31",12364.05957
"2018-09-03",12346.410156
"2018-09-04",12210.209961
"2018-09-05",12040.459961
"2018-09-06",11955.25
"2018-09-07",11959.629883
"2018-09-10",11986.339844
"2018-09-11",11970.269531
"2018-09-12",12032.299805
"2018-09-13",12055.549805
"2018-09-14",12124.330078
"2018-09-17",12096.410156
"2018-09-18",12157.669922
"2018-09-19",12219.019531
"2018-09-20",12326.480469
"2018-09-21",12430.879883
"2018-09-24",12350.820313
"2018-09-25",12374.660156
"2018-09-26",12385.889648
"2018-09-27",12435.589844
"2018-09-28",12246.730469
"2018-10-01",12339.030273
"2018-10-02",12287.580078
"2018-10-04",12244.139648
"2018-10-05",12111.900391
"2018-10-08",11947.160156
"2018-10-09",11977.219727
"2018-10-10",11712.5
"2018-10-11",11539.349609
"2018-10-12",11523.80957
"2018-10-15",11614.160156
"2018-10-16",11776.549805
"2018-10-17",11715.030273
"2018-10-18",11589.209961
"2018-10-19",11553.830078
"2018-10-22",11524.339844
"2018-10-23",11274.280273
"2018-10-24",11191.629883
"2018-10-25",11307.120117
"2018-10-26",11200.620117
"2018-10-29",11335.480469
"2018-10-30",11287.389648
"2018-10-31",11447.509766
"2018-11-01",11468.540039
"2018-11-02",11518.990234
"2018-11-05",11494.959961
"2018-11-06",11484.339844
"2018-11-07",11579.099609
"2018-11-08",11527.320313
"2018-11-09",11529.160156
"2018-11-12",11325.44043
"2018-11-13",11472.219727
"2018-11-14",11412.530273
"2018-11-15",11353.669922
"2018-11-16",11341
"2018-11-19",11244.540039
"2018-11-20",11066.410156
"2018-11-21",11244.169922
"2018-11-22",11138.490234
"2018-11-23",11192.69043
"2018-11-26",11354.719727
"2018-11-27",11309.110352
"2018-11-28",11298.879883
"2018-11-29",11298.230469
"2018-11-30",11257.240234
"2018-12-03",11465.459961
"2018-12-04",11335.320313
"2018-12-05",11200.240234
"2018-12-06",10810.980469
"2018-12-07",10788.089844
"2018-12-10",10622.070313
"2018-12-11",10780.509766
"2018-12-12",10929.429688
"2018-12-13",10924.700195
"2018-12-14",10865.769531
"2018-12-17",10772.200195
"2018-12-18",10740.889648
"2018-12-19",10766.209961
"2018-12-20",10611.099609
"2018-12-21",10633.820313
"2018-12-27",10381.509766
"2018-12-28",10558.959961
"2019-01-02",10580.19043
"2019-01-03",10416.660156
"2019-01-04",10767.69043
"2019-01-07",10747.80957
"2019-01-08",10803.980469
"2019-01-09",10893.320313
"2019-01-10",10921.589844
"2019-01-11",10887.459961
"2019-01-14",10855.910156
"2019-01-15",10891.790039
"2019-01-16",10931.240234
"2019-01-17",10918.620117
"2019-01-18",11205.540039
"2019-01-21",11136.200195
"2019-01-22",11090.110352
"2019-01-23",11071.540039
"2019-01-24",11130.179688
"2019-01-25",11281.790039
"2019-01-28",11210.30957
"2019-01-29",11218.830078
"2019-01-30",11181.660156
"2019-01-31",11173.099609
"2019-02-01",11180.660156
"2019-02-04",11176.580078
"2019-02-05",11367.980469
"2019-02-06",11324.719727
"2019-02-07",11022.019531
"2019-02-08",10906.780273
"2019-02-11",11014.589844
"2019-02-12",11126.080078
"2019-02-13",11167.219727
"2019-02-14",11089.790039
"2019-02-15",11299.799805
"2019-02-18",11299.200195
"2019-02-19",11309.209961
"2019-02-20",11401.969727
"2019-02-21",11423.280273
"2019-02-22",11457.700195
"2019-02-25",11505.389648
"2019-02-26",11540.790039
"2019-02-27",11487.330078
"2019-02-28",11515.639648
"2019-03-01",11601.679688
"2019-03-04",11592.660156
"2019-03-05",11620.740234
"2019-03-06",11587.629883
"2019-03-07",11517.799805
"2019-03-08",11457.839844
"2019-03-11",11543.480469
"2019-03-12",11524.169922
"2019-03-13",11572.410156
"2019-03-14",11587.469727
"2019-03-15",11685.69043
"2019-03-18",11657.05957
"2019-03-19",11788.410156
"2019-03-20",11603.889648
"2019-03-21",11549.959961
"2019-03-22",11364.169922
"2019-03-25",11346.650391
"2019-03-26",11419.480469
"2019-03-27",11419.040039
"2019-03-28",11428.160156
"2019-03-29",11526.040039
"2019-04-01",11681.990234
"2019-04-02",11754.790039
"2019-04-03",11954.400391
"2019-04-04",11988.009766
"2019-04-05",12009.75
"2019-04-08",11963.400391
"2019-04-09",11850.570313
"2019-04-10",11905.910156
"2019-04-11",11935.200195
"2019-04-12",11999.929688
"2019-04-15",12020.280273
"2019-04-16",12101.320313
"2019-04-17",12153.070313
"2019-04-18",12222.389648
"2019-04-23",12235.509766
"2019-04-24",12313.160156
"2019-04-25",12282.599609
"2019-04-26",12315.179688
"2019-04-29",12328.019531
"2019-04-30",12344.080078
"2019-05-02",12345.419922
"2019-05-03",12412.75
"2019-05-06",12286.879883
"2019-05-07",12092.740234
"2019-05-08",12179.929688
"2019-05-09",11973.919922
"2019-05-10",12059.830078
"2019-05-13",11876.650391
"2019-05-14",11991.620117
"2019-05-15",12099.570313
"2019-05-16",12310.370117
"2019-05-17",12238.94043
"2019-05-20",12041.290039
"2019-05-21",12143.469727
"2019-05-22",12168.740234
"2019-05-23",11952.410156
"2019-05-24",12011.040039
"2019-05-27",12071.179688
"2019-05-28",12027.049805
"2019-05-29",11837.80957
"2019-05-30",11902.080078
"2019-05-31",11726.839844
"2019-06-03",11792.80957
"2019-06-04",11971.169922
"2019-06-05",11980.80957
"2019-06-06",11953.139648
"2019-06-07",12045.379883
"2019-06-11",12155.80957
"2019-06-12",12115.679688
"2019-06-13",12169.049805
"2019-06-14",12096.400391
"2019-06-17",12085.820313
"2019-06-18",12331.75
"2019-06-19",12308.530273
"2019-06-20",12355.389648
"2019-06-21",12339.919922
"2019-06-24",12274.570313
"2019-06-25",12228.44043
"2019-06-26",12245.320313
"2019-06-27",12271.030273
"2019-06-28",12398.799805
"2019-07-01",12521.379883
"2019-07-02",12526.719727
"2019-07-03",12616.240234
"2019-07-04",12629.900391
"2019-07-05",12568.530273
"2019-07-08",12543.509766
"2019-07-09",12436.549805
"2019-07-10",12373.410156
"2019-07-11",12332.120117
"2019-07-12",12323.320313
"2019-07-15",12387.339844
"2019-07-16",12430.969727
"2019-07-17",12341.030273
"2019-07-18",12227.849609
"2019-07-19",12260.070313
"2019-07-22",12289.400391
"2019-07-23",12490.740234
"2019-07-24",12522.889648
"2019-07-25",12362.099609
"2019-07-26",12419.900391
"2019-07-29",12417.469727
"2019-07-30",12147.240234
"2019-07-31",12189.040039
"2019-08-01",12253.150391
"2019-08-02",11872.44043
"2019-08-05",11658.509766
"2019-08-06",11567.959961
"2019-08-07",11650.150391
"2019-08-08",11845.410156
"2019-08-09",11693.799805
"2019-08-12",11679.679688
"2019-08-13",11750.129883
"2019-08-14",11492.660156
"2019-08-15",11412.669922
"2019-08-16",11562.740234
"2019-08-19",11715.370117
"2019-08-20",11651.179688
"2019-08-21",11802.849609
"2019-08-22",11747.040039
"2019-08-23",11611.509766
"2019-08-26",11658.040039
"2019-08-27",11730.019531
"2019-08-28",11701.019531
"2019-08-29",11838.879883
"2019-08-30",11939.280273
"2019-09-02",11953.780273
"2019-09-03",11910.860352
"2019-09-04",12025.040039
"2019-09-05",12126.780273
"2019-09-06",12191.730469
"2019-09-09",12226.099609
"2019-09-10",12268.709961
"2019-09-11",12359.070313
"2019-09-12",12410.25
"2019-09-13",12468.530273
"2019-09-16",12380.30957
"2019-09-17",12372.610352
"2019-09-18",12389.620117
"2019-09-19",12457.700195
"2019-09-20",12468.009766
"2019-09-23",12342.330078
"2019-09-24",12307.150391
"2019-09-25",12234.179688
"2019-09-26",12288.540039
"2019-09-27",12380.94043
"2019-09-30",12428.080078
"2019-10-01",12263.830078
"2019-10-02",11925.25
"2019-10-04",12012.80957
"2019-10-07",12097.429688
"2019-10-08",11970.200195
"2019-10-09",12094.259766
"2019-10-10",12164.200195
"2019-10-11",12511.650391
"2019-10-14",12486.55957
"2019-10-15",12629.790039
"2019-10-16",12670.110352
"2019-10-17",12654.950195
"2019-10-18",12633.599609
"2019-10-21",12747.959961
"2019-10-22",12754.69043
"2019-10-23",12798.19043
"2019-10-24",12872.099609
"2019-10-25",12894.509766
"2019-10-28",12941.709961
"2019-10-29",12939.620117
"2019-10-30",12910.230469
"2019-10-31",12866.790039
"2019-11-01",12961.049805
"2019-11-04",13136.280273
"2019-11-05",13148.5
"2019-11-06",13179.889648
"2019-11-07",13289.459961
"2019-11-08",13228.55957
"2019-11-11",13198.370117
"2019-11-12",13283.509766
"2019-11-13",13230.070313
"2019-11-14",13180.230469
"2019-11-15",13241.75
"2019-11-18",13207.009766
"2019-11-19",13221.120117
"2019-11-20",13158.139648
"2019-11-21",13137.700195
"2019-11-22",13163.879883
"2019-11-25",13246.450195
"2019-11-26",13236.419922
"2019-11-27",13287.070313
