Date,Week day,ON
2016-01-04,Mon,0.3658
2015-12-31,Thu,0.2745
2015-12-30,Wed,0.3661
2015-12-29,Tue,0.366
2015-12-24,Thu,0.3671
2015-12-23,Wed,0.3673
2015-12-22,Tue,0.3674
2015-12-21,Mon,0.3672
2015-12-18,Fri,0.3658
2015-12-17,Thu,0.3614
2015-12-16,Wed,0.1518
2015-12-15,Tue,0.1355
2015-12-14,Mon,0.135
2015-12-11,Fri,0.1335
2015-12-10,Thu,0.1315
2015-12-09,Wed,0.1295
2015-12-08,Tue,0.1295
2015-12-07,Mon,0.13
2015-12-04,Fri,0.1305
2015-12-03,Thu,0.1305
2015-12-02,Wed,0.1305
2015-12-01,Tue,0.1305
2015-11-30,Mon,0.128
2015-11-27,Fri,0.1305
2015-11-26,Thu,0.1305
2015-11-25,Wed,0.1305
2015-11-24,Tue,0.1305
2015-11-23,Mon,0.1305
2015-11-20,Fri,0.131
2015-11-19,Thu,0.13
2015-11-18,Wed,0.131
2015-11-17,Tue,0.131
2015-11-16,Mon,0.131
2015-11-13,Fri,0.131
2015-11-12,Thu,0.1305
2015-11-11,Wed,0.131
2015-11-10,Tue,0.131
2015-11-09,Mon,0.131
2015-11-06,Fri,0.131
2015-11-05,Thu,0.131
2015-11-04,Wed,0.131
2015-11-03,Tue,0.131
2015-11-02,Mon,0.131
2015-10-30,Fri,0.1248
2015-10-29,Thu,0.132
2015-10-28,Wed,0.132
2015-10-27,Tue,0.1315
2015-10-26,Mon,0.1315
2015-10-23,Fri,0.1315
2015-10-22,Thu,0.132
2015-10-21,Wed,0.132
2015-10-20,Tue,0.132
2015-10-19,Mon,0.1315
2015-10-16,Fri,0.132
2015-10-15,Thu,0.1325
2015-10-14,Wed,0.132
2015-10-13,Tue,0.132
2015-10-12,Mon,0.132
2015-10-09,Fri,0.132
2015-10-08,Thu,0.131
2015-10-07,Wed,0.1315
2015-10-06,Tue,0.132
2015-10-05,Mon,0.1325
2015-10-02,Fri,0.1325
2015-10-01,Thu,0.1325
2015-09-30,Wed,0.1162
2015-09-29,Tue,0.1335
2015-09-28,Mon,0.1345
2015-09-25,Fri,0.1345
2015-09-24,Thu,0.136
2015-09-23,Wed,0.136
2015-09-22,Tue,0.1355
2015-09-21,Mon,0.1355
2015-09-18,Fri,0.1375
2015-09-17,Thu,0.1375
2015-09-16,Wed,0.1365
2015-09-15,Tue,0.1365
2015-09-14,Mon,0.136
2015-09-11,Fri,0.1355
2015-09-10,Thu,0.1345
2015-09-09,Wed,0.135
2015-09-08,Tue,0.1355
2015-09-07,Mon,0.1355
2015-09-04,Fri,0.1355
2015-09-03,Thu,0.1355
2015-09-02,Wed,0.133
2015-09-01,Tue,0.132
2015-08-28,Fri,0.1335
2015-08-27,Thu,0.1335
2015-08-26,Wed,0.133
2015-08-25,Tue,0.1325
2015-08-24,Mon,0.133
2015-08-21,Fri,0.133
2015-08-20,Thu,0.133
2015-08-19,Wed,0.133
2015-08-18,Tue,0.1325
2015-08-17,Mon,0.1325
2015-08-14,Fri,0.1305
2015-08-13,Thu,0.1285
2015-08-12,Wed,0.128
2015-08-11,Tue,0.1275
2015-08-10,Mon,0.1265
2015-08-07,Fri,0.126
2015-08-06,Thu,0.126
2015-08-05,Wed,0.1265
2015-08-04,Tue,0.1265
2015-08-03,Mon,0.1265
2015-07-31,Fri,0.1214
2015-07-30,Thu,0.1265
2015-07-29,Wed,0.126
2015-07-28,Tue,0.126
2015-07-27,Mon,0.126
2015-07-24,Fri,0.1265
2015-07-23,Thu,0.1265
2015-07-22,Wed,0.1285
2015-07-21,Tue,0.1275
2015-07-20,Mon,0.1275
2015-07-17,Fri,0.128
2015-07-16,Thu,0.128
2015-07-15,Wed,0.128
2015-07-14,Tue,0.128
2015-07-13,Mon,0.128
2015-07-10,Fri,0.1265
2015-07-09,Thu,0.1255
2015-07-08,Wed,0.1255
2015-07-07,Tue,0.126
2015-07-06,Mon,0.1255
2015-07-03,Fri,0.1255
2015-07-02,Thu,0.125
2015-07-01,Wed,0.123
2015-06-30,Tue,0.112
2015-06-29,Mon,0.1236
2015-06-26,Fri,0.124
2015-06-25,Thu,0.1245
2015-06-24,Wed,0.1235
2015-06-23,Tue,0.124
2015-06-22,Mon,0.1245
2015-06-19,Fri,0.1245
2015-06-18,Thu,0.1235
2015-06-17,Wed,0.123
2015-06-16,Tue,0.1235
2015-06-15,Mon,0.1235
2015-06-12,Fri,0.123
2015-06-11,Thu,0.123
2015-06-10,Wed,0.123
2015-06-09,Tue,0.123
2015-06-08,Mon,0.123
2015-06-05,Fri,0.123
2015-06-04,Thu,0.123
2015-06-03,Wed,0.123
2015-06-02,Tue,0.1235
2015-06-01,Mon,0.123
2015-05-29,Fri,0.121
2015-05-28,Thu,0.123
2015-05-27,Wed,0.123
2015-05-26,Tue,0.123
2015-05-22,Fri,0.124
2015-05-21,Thu,0.124
2015-05-20,Wed,0.124
2015-05-19,Tue,0.124
2015-05-18,Mon,0.124
2015-05-15,Fri,0.124
2015-05-14,Thu,0.123
2015-05-13,Wed,0.123
2015-05-12,Tue,0.123
2015-05-11,Mon,0.123
2015-05-08,Fri,0.123
2015-05-07,Thu,0.123
2015-05-06,Wed,0.123
2015-05-05,Tue,0.123
2015-05-01,Fri,0.122
2015-04-30,Thu,0.12
2015-04-29,Wed,0.123
2015-04-28,Tue,0.123
2015-04-27,Mon,0.1225
2015-04-24,Fri,0.1225
2015-04-23,Thu,0.1225
2015-04-22,Wed,0.122
2015-04-21,Tue,0.1225
2015-04-20,Mon,0.122
2015-04-17,Fri,0.122
2015-04-16,Thu,0.122
2015-04-15,Wed,0.122
2015-04-14,Tue,0.122
2015-04-13,Mon,0.122
2015-04-10,Fri,0.122
2015-04-09,Thu,0.121
2015-04-08,Wed,0.121
2015-04-07,Tue,0.122
2015-04-02,Thu,0.1215
2015-04-01,Wed,0.1225
2015-03-31,Tue,0.114
2015-03-30,Mon,0.12
2015-03-27,Fri,0.121
2015-03-26,Thu,0.121
2015-03-25,Wed,0.1215
2015-03-24,Tue,0.122
2015-03-23,Mon,0.1225
2015-03-20,Fri,0.122
2015-03-19,Thu,0.122
2015-03-18,Wed,0.122
2015-03-17,Tue,0.1225
2015-03-16,Mon,0.123
2015-03-13,Fri,0.123
2015-03-12,Thu,0.1225
2015-03-11,Wed,0.122
2015-03-10,Tue,0.122
2015-03-09,Mon,0.1215
2015-03-06,Fri,0.1215
2015-03-05,Thu,0.1215
2015-03-04,Wed,0.1215
2015-03-03,Tue,0.1215
2015-03-02,Mon,0.1192
2015-02-27,Fri,0.116
2015-02-26,Thu,0.118
2015-02-25,Wed,0.118
2015-02-24,Tue,0.119
2015-02-23,Mon,0.119
2015-02-20,Fri,0.1205
2015-02-19,Thu,0.1185
2015-02-18,Wed,0.118
2015-02-17,Tue,0.1175
2015-02-16,Mon,0.1175
2015-02-13,Fri,0.1175
2015-02-12,Thu,0.1195
2015-02-11,Wed,0.118
2015-02-10,Tue,0.116
2015-02-09,Mon,0.117
2015-02-06,Fri,0.1175
2015-02-05,Thu,0.118
2015-02-04,Wed,0.118
2015-02-03,Tue,0.1175
2015-02-02,Mon,0.116
2015-01-30,Fri,0.115
2015-01-29,Thu,0.1194
2015-01-28,Wed,0.1177
2015-01-27,Tue,0.1196
2015-01-26,Mon,0.1199
2015-01-23,Fri,0.1199
2015-01-22,Thu,0.1214
2015-01-21,Wed,0.1214
2015-01-20,Tue,0.1208
2015-01-19,Mon,0.1201
2015-01-16,Fri,0.1201
2015-01-15,Thu,0.1201
2015-01-14,Wed,0.1196
2015-01-13,Tue,0.1167
2015-01-12,Mon,0.1165
2015-01-09,Fri,0.1191
2015-01-08,Thu,0.1191
2015-01-07,Wed,0.1189
2015-01-06,Tue,0.1187
2015-01-05,Mon,0.1164
2015-01-02,Fri,0.1126
2014-12-31,Wed,0.0852
2014-12-30,Tue,0.1146
2014-12-29,Mon,0.1161
2014-12-24,Wed,0.1151
2014-12-23,Tue,0.1141
2014-12-22,Mon,0.1142
2014-12-19,Fri,0.114
2014-12-18,Thu,0.1117
2014-12-17,Wed,0.1108
2014-12-16,Tue,0.11
2014-12-15,Mon,0.1105
2014-12-12,Fri,0.1104
2014-12-11,Thu,0.1125
2014-12-10,Wed,0.112
2014-12-09,Tue,0.11
2014-12-08,Mon,0.111
2014-12-05,Fri,0.111
2014-12-04,Thu,0.111
2014-12-03,Wed,0.1095
2014-12-02,Tue,0.1067
2014-12-01,Mon,0.1017
2014-11-28,Fri,0.0977
2014-11-27,Thu,0.102
2014-11-26,Wed,0.102
2014-11-25,Tue,0.1025
2014-11-24,Mon,0.1015
2014-11-21,Fri,0.1015
2014-11-20,Thu,0.0994
2014-11-19,Wed,0.0985
2014-11-18,Tue,0.0964
2014-11-17,Mon,0.0945
2014-11-14,Fri,0.094
2014-11-13,Thu,0.0939
2014-11-12,Wed,0.0945
2014-11-11,Tue,0.094
2014-11-10,Mon,0.094
2014-11-07,Fri,0.094
2014-11-06,Thu,0.0935
2014-11-05,Wed,0.0925
2014-11-04,Tue,0.0925
2014-11-03,Mon,0.0925
2014-10-31,Fri,0.088
2014-10-30,Thu,0.0911
2014-10-29,Wed,0.0915
2014-10-28,Tue,0.0905
2014-10-27,Mon,0.09
2014-10-24,Fri,0.0905
2014-10-23,Thu,0.0905
2014-10-22,Wed,0.0915
2014-10-21,Tue,0.091
2014-10-20,Mon,0.0915
2014-10-17,Fri,0.091
2014-10-16,Thu,0.0913
2014-10-15,Wed,0.092
2014-10-14,Tue,0.091
2014-10-13,Mon,0.0905
2014-10-10,Fri,0.0905
2014-10-09,Thu,0.0904
2014-10-08,Wed,0.09
2014-10-07,Tue,0.0902
2014-10-06,Mon,0.0905
2014-10-03,Fri,0.0899
2014-10-02,Thu,0.0895
2014-10-01,Wed,0.0908
2014-09-30,Tue,0.0808
2014-09-29,Mon,0.0905
2014-09-26,Fri,0.0905
2014-09-25,Thu,0.0908
2014-09-24,Wed,0.0908
2014-09-23,Tue,0.0909
2014-09-22,Mon,0.0903
2014-09-19,Fri,0.0912
2014-09-18,Thu,0.0907
2014-09-17,Wed,0.091
