"","date","ETH.USD.Close"
"1",2015-08-07,NA
"2",2015-08-08,-1.30287090782596
"3",2015-08-09,-0.0707100719760153
"4",2015-08-10,0.00928999232769423
"5",2015-08-11,0.410335262843464
"6",2015-08-12,0.131093647642934
"7",2015-08-13,0.40629163812514
"8",2015-08-14,0.000109422958140093
"9",2015-08-15,-0.0790739250876171
"10",2015-08-16,-0.0755336749684993
"11",2015-08-17,-0.263218380325892
"12",2015-08-18,-0.101857768906084
"13",2015-08-19,0.146738944273264
"14",2015-08-20,0.151594083954927
"15",2015-08-21,-0.0486983544966212
"16",2015-08-22,-0.0115769065419676
"17",2015-08-23,-0.0195040994682043
"18",2015-08-24,-0.0939751159356035
"19",2015-08-25,-0.0768512418413323
"20",2015-08-26,0.0172078484046037
"21",2015-08-27,-0.0106428238858431
"22",2015-08-28,0.037352359393753
"23",2015-08-29,-0.0074391753101038
"24",2015-08-30,0.109405429529453
"25",2015-08-31,0.0291111906899329
"26",2015-09-01,-0.00489326953824204
"27",2015-09-02,-0.0429479546296445
"28",2015-09-03,-0.0233317351596209
"29",2015-09-04,0.00746654173278324
"30",2015-09-05,0.0492978332899028
"31",2015-09-06,-0.0326297432160316
"32",2015-09-07,-0.0386914628016595
"33",2015-09-08,-0.00339081431157667
"34",2015-09-09,-0.0293372448872014
"35",2015-09-10,-0.034350081589983
"36",2015-09-11,-0.170550352449619
"37",2015-09-12,0.0551769797390783
"38",2015-09-13,-0.104145037567182
"39",2015-09-14,-0.0666841906394555
"40",2015-09-15,0.0756259029276798
"41",2015-09-16,-0.0402250186143313
"42",2015-09-17,-0.0369907324811579
"43",2015-09-18,-0.0237823695066429
"44",2015-09-19,0.033072995144496
"45",2015-09-20,0.0615889817224565
"46",2015-09-21,-0.020886986559508
"47",2015-09-22,-0.0189489331903487
"48",2015-09-23,-0.00934720559165951
"49",2015-09-24,-0.0935599891012593
"50",2015-09-25,-0.099948073743556
"51",2015-09-26,0.065377927886193
"52",2015-09-27,-0.0864951784748657
"53",2015-09-28,-0.212424184457456
"54",2015-09-29,0.125983065999002
"55",2015-09-30,0.110841379887416
"56",2015-10-01,-0.0678129295488526
"57",2015-10-02,-0.0170096058189342
"58",2015-10-03,0.0125896321068841
"59",2015-10-04,-0.0277277916314766
"60",2015-10-05,-0.0612918499098543
"61",2015-10-06,0.0344006505647393
"62",2015-10-07,-0.0655090037122776
"63",2015-10-08,0.0200282219717123
"64",2015-10-09,0.0454546534800065
"65",2015-10-10,-0.035625616776959
"66",2015-10-11,0.0112542959458743
"67",2015-10-12,-0.0141684362040305
"68",2015-10-13,-0.0297910065705745
