date,BTC,XRP,LTC,ETH,GOLD,SILVER,LIBOR,SnP500,DAX,EURUSD,GBPUSD,USDCHF,R_F_TWE.
17-05-16,-0.000837063,0.000166044,-0.005857588,0.087989597,0.002361636,0.005410607,0.001296176,-0.009455863,-0.001583901,-7.86E-05,0.006781486,0.002416004,-0.000873748
18-05-16,0.001840591,0.000829807,0.005031095,0.105683446,-0.000456656,-0.006694829,-0.002594035,0.000205158,0.005348564,0,0.000577812,0.002042902,0.003794474
19-05-16,-0.035609689,0.00066335,-0.043349508,0.085556753,-0.014106336,-0.038160528,-0.002600782,-0.003713595,-0.014929091,-0.008260385,0.00970355,0.007927676,0.007197824
20-05-16,0.008988124,0.008583744,0.0123459,-0.079893765,0,0.002424391,0.001301236,0.006001459,0.01218871,-0.001514114,0.000335647,0.002527679,0.002337806
21-05-16,0.001155918,-0.015570962,0.018756213,0.027444165,-0.000257394,-0.000575261,0.000433369,-0.000695395,-0.00248154,0.000467498,-0.002524684,0.000238956,-6.62E-06
22-05-16,-0.008759131,-0.009055906,-0.006288555,0.019158852,-0.00025746,-0.000575592,0.000433182,-0.000695879,-0.002487714,0.000467279,-0.002531074,0.000238899,-6.62E-06
23-05-16,0.010938697,-0.004558894,0.009746984,-0.059453277,-0.000257526,-0.005469476,0.000432994,-0.000696363,-0.002493918,0.000467061,-0.002537497,0.000238842,-6.62E-06
24-05-16,0.004102725,0.008929383,-0.004237594,-0.055691687,-0.017302279,-0.010536731,0,0.013588638,0.021611279,-0.000505398,-0.000608163,-0.001322758,0.000636248
25-05-16,0.008079749,-0.035163206,0.023572224,-0.016335588,-0.004175371,0.001046379,0.002853069,0.006950529,0.01459868,-0.006984905,0.008990088,0.003429497,-0.001166948
26-05-16,0.008383383,-0.015230054,0.009057496,-0.007661399,-0.00300443,0.005093129,0,-0.000210466,0.00659249,0.001883667,0.005847663,-0.00211683,-0.004144942
27-05-16,0.043336402,0.001762426,0.097670711,-0.09571411,-0.004762292,-0.005646958,-0.002853069,0.004277695,0.001322983,0.002961833,-0.002275636,-0.001817999,0.002587627
28-05-16,0.112876577,0.000528123,0.04333427,0.051510608,-0.011938808,-0.004338669,0.000973552,-0.000251347,0.001519342,-0.002447282,-0.000873213,0.001841544,0.001015015
29-05-16,-0.007208409,-0.003526097,-0.019561755,0.037746868,-0.012083067,-0.004357575,0.000972605,-0.000251411,0.001517037,-0.002453286,-0.000873976,0.001838159,0.001013985
30-05-16,0.014397126,0.015074782,0.013199926,0.029903687,-0.012230855,-0.004376647,0.00097166,-0.000251474,0.001514739,-0.00245932,-0.000874741,0.001834786,0.001012958
31-05-16,-0.00465249,-0.007333715,-0.004394263,0.100971433,0.03760435,-0.003936644,0.000970717,-0.000251537,-0.006845078,0.003450386,0.000585068,-0.003393811,0.001011933
01-06-16,0.010360415,0.017890186,0.019294888,-0.005399104,-0.001669914,-0.004140793,-0.002590675,0.001134399,-0.005696921,-0.001114682,-0.010481751,0.001794012,-0.002384015
02-06-16,0.00195741,-0.00742984,-0.005486454,-0.018998751,-0.001832159,0.006204777,0,0.002820696,0.000348765,0.004755208,-0.00436443,-0.004622582,-0.00098922
03-06-16,0.056414786,0.010523689,0.030478486,0.007881221,0.023404401,0.021082046,0.00155521,-0.002916062,-0.010313605,-0.003317661,-0.000965138,0.001889968,-0.013469056
04-06-16,0.006187874,-0.008098605,-0.01094849,-0.007706539,0.001245427,0.003328603,0,0.001631096,0.000587767,0.005930491,-0.000498777,-0.004773907,-0.000743668
05-06-16,0.003920877,0.002764342,0.001012374,0.016929621,0.001243878,0.00331756,0,0.00162844,0.000587421,0.005895527,-0.000499026,-0.004796806,-0.000744221
06-06-16,0.01819933,-0.004669269,0.029934481,-0.002930946,0.001242333,-0.001642186,0,0.001625792,0.000587076,0.005860974,-0.000499275,-0.004819927,-0.000744775
07-06-16,-0.015385796,0.001904927,-0.038726558,0.04063682,-0.000465694,-0.003109285,0.001035465,0.001288616,0.016326647,0.001146378,0.005219967,-0.006144507,-0.002603216
08-06-16,0.008716774,-0.001731602,-0.004750533,-0.006519275,0.011731245,0.035451306,0.002842012,0.003304102,-0.00689107,-0.00054485,0.005815323,-0.005311741,-0.005067408
09-06-16,-0.012133966,0.003114728,-0.011661674,-0.001325639,0.007948074,0.016656824,-0.005173317,-0.001719236,-0.012623114,0.004325088,-0.001729408,-0.007070842,0.003995841
10-06-16,0.004930079,-0.009024705,0.030817114,-0.034623626,0.002508839,0.003587136,0.001295841,-0.009217532,-0.025524022,-0.008100532,-0.003767138,0.006366003,0.003572669
11-06-16,0.049422478,0.005216496,0.03531529,0.020142886,0.002805476,0.001731103,-0.000518135,-0.002708729,-0.00602341,-0.002212781,-0.006358048,-6.91E-06,0.000202346
12-06-16,0.103345402,0.014804884,0.061792672,0.103790045,0.002797628,0.001728111,-0.000518403,-0.002716086,-0.006059911,-0.002217688,-0.006398732,-6.91E-06,0.000202305
13-06-16,0.045887949,-0.004796172,-0.008143947,0.111611957,0.002789823,0.003045717,-0.000518672,-0.002723483,-0.006096858,-0.002222617,-0.006439939,-6.91E-06,0.000202265
14-06-16,-0.027077677,0.198811451,-0.016447332,0.070749826,-0.001884162,-0.001033354,0,-0.001800505,-0.014417815,0.004528875,0.001263577,-0.001909744,0.00416554
15-06-16,0.012912922,-0.031163185,0.006848109,-0.028938189,0.000301705,0.004527358,-0.001297859,-0.001842409,0.009150976,-0.006932116,-0.00586367,0.000768488,-0.000100521
16-06-16,0.098436639,-0.031116571,0.077283946,0.114873645,0.007962184,0.005985823,0.001297859,0.003128093,-0.005871469,0.004417226,0.00509684,-0.002598619,0.004195393
17-06-16,-0.022966679,0.002543198,-0.011999369,-0.291877645,-0.002022094,-0.011087729,0.002590675,-0.003263284,0.008434138,-0.00094605,0.007009115,0.004351468,-0.008664233
18-06-16,0.009724106,-0.013386678,-0.005974974,-0.305344024,-2.50E-05,0.00143575,0.003099977,0.00193419,0.011378852,0.002870917,0.006745193,-0.001794374,-0.002065405
19-06-16,0.009939524,0.031157026,0.006066151,0.076719453,-2.50E-05,0.001433692,0.003090396,0.001930456,0.01125083,0.002862698,0.0067,-0.001797599,-0.00206968
20-06-16,-0.035386595,-0.027831248,-0.054979165,-0.03279391,-2.50E-05,0.003032646,0.003080875,0.001926737,0.011125655,0.002854527,0.006655409,-0.001800836,-0.002073972
21-06-16,-0.100626374,-0.070978369,-0.093539168,0.116826269,-0.014803896,-0.011030157,0,0.00270839,0.005358076,-0.002300632,0.006085935,0.001665626,0.002571807
22-06-16,-0.111832812,0.051009716,-0.209420547,-0.016029553,-0.00190411,-0.000346661,-0.001282545,-0.001652929,0.005528031,-0.006411051,-0.000322368,0.00051994,-0.001001553
23-06-16,0.045678167,-0.017707825,-0.015510779,0.043418981,-0.003895662,0.002481749,0.00384271,0.013275567,0.018297429,0.006875485,0.008086348,-0.002393964,-0.004002693
24-06-16,0.064123088,0.008271604,0.1055371,0.046844681,0.044238774,0.024878179,0.005863624,-0.036580793,-0.070672722,-0.000374356,-0.015773472,0.002238011,0.016258531
25-06-16,-0.000264615,-0.003113328,-0.010815209,-0.003431758,0.000488031,0.004068183,0.00566095,-0.006050434,-0.010113231,-0.00851549,-0.025673039,0.003753453,0.003045073
26-06-16,-0.055257406,-0.002185111,-0.038226091,-0.030770346,0.000487793,0.0040517,0.005629084,-0.006087265,-0.010216554,-0.008588627,-0.02634955,0.003739417,0.003035829
27-06-16,0.040340473,-0.000312549,0.011115348,0.002430222,0.000487555,-0.010653311,0.005597575,-0.006124547,-0.01032201,-0.008663031,-0.027062682,0.003725486,0.00302664
28-06-16,-0.012707227,0.056958679,-0.004668819,-0.131295946,-0.004837301,0.005565095,0.003742053,0.017614122,0.019088065,-0.001896516,-0.016184108,0.006098986,0.000297859
29-06-16,-0.011051495,0.000590406,-0.009502016,0.035151359,0.006736498,0.02889624,0.008677382,0.016889243,0.01731346,0.0053348,0.008720434,0.001888768,-0.00623268
30-06-16,0.0509496,-0.017865594,0.031889787,-0.011941417,-0.004681451,0.011910058,0.015918054,0.013473863,0.007030824,0.004873444,0.008567816,-0.001153256,0.005389619
01-07-16,0.004384971,0.019340085,0.014786996,-0.021248924,0.014051412,0.050474964,-0.013452569,0.001946706,0.009871507,-0.001978943,-0.010235753,-0.003098938,-0.007668647
02-07-16,0.039724127,-0.013050756,0.075539892,-0.005845157,-0.013721531,0.012356822,0,-0.001713336,-0.002288126,0.000749161,-0.000970557,-0.000628458,0.001038763
03-07-16,-0.066141465,-0.013828568,-0.076169794,-0.034235961,-0.013912434,0.012205993,0,-0.001716277,-0.002293374,0.0007486,-0.0009715,-0.000628853,0.001037685
04-07-16,0.037250082,0.061772477,0.065357551,-0.021491738,0.004819286,0.022705813,0,-0.001719227,-0.002298645,0.00074804,-0.000972445,-0.000629249,0.001036609
05-07-16,-0.019250508,-0.047943909,-0.019634028,-0.077893216,0.037241628,-0.030927234,0.008581639,-0.001722188,-0.018343955,0.001348473,-0.000757251,-0.003536624,0.001035536
06-07-16,0.00994695,-0.001194922,0.003573795,-0.007805038,0.005968046,0.014690715,0.00389864,0.005338687,-0.016857659,-0.007296401,-0.024542961,0.00609902,0.001046362
07-07-16,-0.055814132,-0.013996767,-0.083109774,-0.040658173,-0.004401541,-0.018119521,0.003641223,-0.000871958,0.004844668,0.00306984,-0.002471817,-0.002151971,-0.000392949
08-07-16,0.039728728,0.017577257,0.025933456,0.119673875,-0.002136753,0.013047154,-0.001212268,0.015138187,0.022142338,-0.003003868,-0.000787876,0.003992839,0.002738575
09-07-16,-0.023626432,-0.005375554,-0.013561018,-0.038385579,-0.000166383,0.011894282,0.001212268,0.00113556,0.007028107,-0.00065539,0.000785039,0.001463456,0.001178472
10-07-16,-0.002460991,-0.000748895,-0.015307273,-0.001633726,-0.000166411,0.01175447,0.0012108,0.001134272,0.006979057,-0.00065582,0.000784423,0.001461318,0.001177085
11-07-16,-0.002622921,-0.021200067,-0.003516076,-0.045657402,-0.000166439,-0.013430916,0.001209336,0.001132987,0.006930688,-0.00065625,0.000783808,0.001459185,0.001175701
12-07-16,0.025747344,-0.0285645,0.01646895,0.005444564,-0.014804439,-0.006634673,-0.003632405,0.006984843,0.013199867,0.001270472,0.002696005,-0.000335763,-0.00218628
13-07-16,-0.015288943,0.009560452,-0.003552899,-0.001484541,0.005991284,0.011851991,0.001212268,0.000134759,-0.003353682,0.000443019,0.022633641,0.00648164,-0.003284536
14-07-16,0.005500751,-0.004063776,0.002391696,0.092071328,-0.00816567,-0.004378743,-0.001212268,0.005245423,0.013759883,0.002891072,-0.012010898,-0.004824268,-0.000109523
15-07-16,0.007836069,0.008887561,0.002722603,0.037370957,-0.003052106,-0.007721664,0.007251663,-0.000929379,-0.000139002,0.000999054,0.017990752,-0.002981174,0.004739434
16-07-16,-0.003758214,0.019979149,-0.006536097,-0.025318666,0.000460835,0.003051241,0.00056182,0.000793783,-0.000124856,-0.001589286,-0.003206735,0.000825036,-0.00019712
17-07-16,0.027895544,-0.005186892,0.013750793,-0.043327032,0.000460623,0.003041959,0.000561505,0.000793154,-0.000124872,-0.001591815,-0.003217051,0.000824356,-0.000197159
18-07-16,-0.009394022,-0.008602204,-0.009995154,-0.011201797,0.000460411,-0.010126166,0.00056119,0.000792525,-0.000124887,-0.001594353,-0.003227434,0.000823677,-0.000197198
19-07-16,-0.000359598,-0.011950169,0.000226578,0.05163263,0.002468062,-0.003448365,0,-0.001436205,-0.008170883,0.001693107,0.002967713,-0.001108563,0.004920517
20-07-16,-0.010726667,-0.0015625,-0.005825339,0.069118519,-0.009177049,-0.019870715,0.003600148,0.004261209,0.015978826,-0.005278601,-0.012172729,0.003362577,0.00097529
21-07-16,-0.001011461,0.003278436,-0.001171578,0.015943735,0.009104546,0.010262753,0.001197175,-0.00361907,0.001399156,0.000540096,0.011841072,0.000324484,-0.001173752
22-07-16,-0.021880875,-0.01776916,-0.020087652,0.147539743,-0.004869727,-0.006440021,0,0.004543627,-0.000861913,0.001212565,-0.001391141,-0.001420397,0.005801612
23-07-16,0.00755953,0.002218701,0.004622449,-0.025013734,-0.001020557,-0.000127189,0,-0.001004329,0.001666688,-0.001888563,-0.002932455,0.00108239,-4.65E-05
24-07-16,0.008701095,-0.004919474,0.003363821,-0.114746503,-0.0010216,-0.000127205,0,-0.001005339,0.001663915,-0.001892137,-0.00294108,0.00108122,-4.65E-05
25-07-16,-0.010929235,-0.00638368,-0.009535154,0.081789063,-0.001022644,-0.001884535,0,-0.001006351,0.001661151,-0.001895724,-0.002949755,0.001080052,-4.65E-05
26-07-16,-0.003542421,-0.040515179,-0.015445905,-0.143249852,0.000949633,0.002037179,0,0.000322733,0.004843944,0.001887839,-0.001665548,-0.002269459,-0.002135085
27-07-16,0.003932204,-0.004846671,-0.003620939,0.078823591,0.006187012,0.015648982,-0.003595833,-0.001199261,0.006981013,-0.000307567,0.00342717,0.006168178,0.001870085
28-07-16,0.00104321,0.000837311,0.002991056,-0.010009225,0.004922196,0.009719703,-0.00120149,0.001604921,-0.004333219,0.007765688,0.006438649,-0.007406392,-0.007325607
29-07-16,0.00298322,0.022673706,0.027272677,-0.003822426,0.01212919,0.007511401,-0.007239414,0.00162998,0.006071143,0.000985656,-0.005754622,-0.005243851,-0.01087008
30-07-16,-0.002964864,0.001635056,-0.003840653,-0.02641944,0.000118888,0.002335789,0.001210214,-0.000423352,-0.000225111,0.002513593,0.001378032,-0.003439528,0.000412358
31-07-16,-0.047465817,-0.029174952,-0.011885281,-0.04809263,0.000118874,0.002330346,0.001208752,-0.000423531,-0.000225162,0.002507291,0.001376136,-0.003451399,0.000412188
01-08-16,-0.029912482,-0.006581747,-0.038190605,-0.081939098,0.000118859,0.002838131,0.001207292,-0.000423711,-0.000225212,0.00250102,0.001374245,-0.003463353,0.000412018
02-08-16,-0.102030104,-0.037258535,-0.059684511,-0.219266817,0.00936908,0.009773728,0.008410479,-0.006381941,-0.018186676,0,-0.002336962,-0.001321222,-0.005214138
03-08-16,0.033922473,-0.007762918,0.021648367,0.158246266,-0.003893121,-0.011191786,-0.001197175,0.003129043,0.002546956,0.004555304,0.011484386,-0.003393622,0.002951863
04-08-16,0.020852691,0.02966541,0.007825764,0.070227145,0.002832863,-0.001469076,0.001197175,0.000212549,0.005652549,-0.0060401,-0.000733524,0.008061688,0.000945736
05-08-16,-0.005628873,0.103002166,-0.005191593,-0.010688278,-0.014245255,-0.031157649,0.002390058,0.008566697,0.013532533,-0.001504067,-0.015026805,0.001119976,0.007075131
06-08-16,0.021904478,-0.017209436,0.008316001,-0.004063014,-0.000621905,-0.002201613,0,-0.000302434,0.002092567,-0.001353739,-0.001104255,0.002290842,0.000391844
07-08-16,0.008322149,-0.025410876,0.005341834,0.002799104,-0.000622292,-0.002206471,0,-0.000302526,0.002088197,-0.001355574,-0.001105475,0.002285606,0.00039169
08-08-16,-0.002764089,-0.02474522,0.001371958,0.030132713,-0.00062268,0.003801226,0,-0.000302617,0.002083846,-0.001357414,-0.001106699,0.002280394,0.000391537
09-08-16,-0.005518913,0.022314297,-0.006828154,0.085101366,0.003801877,0.00232429,-0.000238749,0.000389718,0.024667459,-0.000532174,-0.004087589,0.002363393,-0.002984469
10-08-16,0.007292154,0.00501741,-0.009978471,-0.00829118,0.003573474,0.01602117,0.002146691,-0.002868797,-0.003936582,0.00289647,-0.001939363,-0.001415328,-0.004925886
11-08-16,-0.005050762,-0.000807559,0.005291663,-0.037958581,-0.001142123,-0.007477975,0.001190618,0.004723415,0.008596047,0.006333917,0.001002026,-0.007804908,-0.000767595
12-08-16,-0.002653187,-0.01072135,-0.008808998,0.007465074,-0.005155758,-0.015735648,-0.002621233,-0.000796363,-0.002741406,-0.004241791,-0.005026374,0.001200782,-0.001699468
13-08-16,-0.003360209,-0.005075737,0.001363191,-0.017747941,0.00090896,0.00370399,-0.000167039,0.000930537,0.000801795,0.000833653,-0.001158278,-0.000112833,-0.000388198
14-08-16,-0.026150613,-0.016217466,-0.01743515,-0.03307851,0.000908135,0.003690321,-0.000167066,0.000929671,0.000801153,0.000832959,-0.001159621,-0.000112845,-0.000388349
15-08-16,-0.005683403,0.008472515,-0.020237875,0.002105903,0.000907311,0.000151366,-0.000167094,0.000928808,0.000800512,0.000832265,-0.001160968,-0.000112858,-0.0003885
16-08-16,0.017820377,0.015593258,0.016810287,-0.007039983,0.005996163,0.001361265,-0.002653377,-0.005494142,-0.005842375,0.001531027,-0.002076533,-0.001735514,-0.006705855
17-08-16,-0.00734024,-0.005061648,-0.010578834,-0.035349118,-0.005996163,-0.011197077,-0.001341318,0.001866846,-0.013102702,0.008186136,0.011623461,-0.011671977,0.001409309
18-08-16,0.001920623,0.002125747,0.002131392,0.00030685,0.00606733,0.00472718,0,0.002197202,0.006183386,0.00203146,0.000834409,-0.000239203,-0.00664346
19-08-16,0.002281864,-0.000490156,-0.000840358,-0.000688218,-0.007930596,-0.021476441,-0.003986652,-0.00144131,-0.005548682,0.004462139,0.00930526,-0.007213314,0.003602614
20-08-16,0.010484628,-0.000817461,0.003177442,0.045352174,-0.000669712,-0.008167557,0.000889969,-0.000187792,-0.001582214,-0.001507523,-0.002802427,0.0025635,0.000495095
21-08-16,-0.000669022,-0.010192428,-0.000135535,-0.006082082,-0.000670161,-0.008234816,0.000889177,-0.000187827,-0.001584722,-0.001509799,-0.002810302,0.002556946,0.00049485
22-08-16,0.009323225,-0.008629327,0.011603014,-0.005228688,-0.000670611,-0.007613042,0.000888387,-0.000187862,-0.001587237,-0.001512082,-0.002818223,0.002550424,0.000494605
23-08-16,-0.005705202,0.003161663,0.072110926,-0.008152992,0.001867012,0.003549391,0.002660437,0.001949867,0.009345086,0.001865819,0.006194764,0.000602823,-0.00099919
24-08-16,-0.005556871,0.005467663,-0.019441182,0.000489427,-0.012561528,-0.019490672,0.001315617,-0.005254055,0.002836546,-0.00162864,0.004476479,0.000996978,0.003086405
25-08-16,-0.004181595,0.004451413,-0.013838322,0.028706858,-0.004660316,-0.003619376,0.003722177,-0.00136616,-0.008829238,-0.003283016,0.002907994,0.003946985,-0.000201582
26-08-16,0.003265936,-0.008093198,0.006373531,-0.005473951,-0.00058407,0.008997178,-0.003722177,-0.001580064,0.005510143,0.002367621,-0.00303986,-0.000217145,0.002734682
27-08-16,-0.016882789,-0.009162913,-0.023697585,-0.013117513,0.000292077,-0.00281974,0.000663132,0.001741166,-0.001365056,-0.002691424,-0.001664217,0.003698808,0.001974681
28-08-16,0.006932641,-0.002010388,0.000818554,-0.019830794,0.000291992,-0.002827713,0.000662693,0.001738139,-0.001366921,-0.002698687,-0.001666991,0.003685177,0.001970789
29-08-16,0.00033973,0.027784159,0.005251134,0.004974204,0.000291907,0.011902988,0.000662254,0.001735123,-0.001368792,-0.00270599,-0.001669775,0.003671647,0.001966913
30-08-16,0.00589784,-0.017274428,0.011777628,0.022069352,-0.007249858,-0.009909291,0.000661815,-0.001955592,0.010678225,-0.000593062,-0.001574149,-1.02E-05,0.004078931
31-08-16,-0.003523074,-0.002325969,-0.001741762,0.038736269,-0.004862604,0.002419421,0,-0.002378691,-0.006112792,-0.003542463,-0.001309994,0.005467114,0.001604403
01-09-16,-0.005522013,-0.004668231,0.009062314,0.027254479,0.003685961,0.01254052,-0.00797084,-4.14E-05,-0.005526673,0.000669536,0.003277864,0.000488137,-0.003477249
02-09-16,0.005634961,-0.002342313,-0.001943427,0.009797697,0.009301711,0.021976601,0.010352134,0.004192242,0.014092968,0.003578487,0.010695095,-0.004044485,0.000300201
03-09-16,0.038641669,-0.001005531,0.016641727,-0.029685864,-0.016705802,0.004425759,0,0.000745142,-0.000362002,-0.001154163,0.000487517,0.000136101,-0.002677853
04-09-16,0.017271891,-0.001678134,0.031810091,-0.006723976,-0.016989634,0.004406258,0,0.000744587,-0.000362133,-0.001155497,0.00048728,0.000136082,-0.002685043
05-09-16,-0.003363902,-0.003701838,-0.00881958,0.003171363,0.003650257,0.009519007,0,0.000744033,-0.000362264,-0.001156833,0.000487043,0.000136064,-0.002692272
06-09-16,0.006320259,-0.003377241,-0.001717904,-0.002383995,0.048679258,0.020967453,0,0.00074348,0.001397038,-0.00078153,0.001463462,4.08E-05,-0.00269954
07-09-16,0.006707126,-0.003388685,-0.000624509,-0.012153181,-0.002866358,-0.014570193,0.002660334,-0.000146396,0.006141852,0.00896337,0.008020292,-0.010287006,0.000660325
08-09-16,0.018974463,0.001695778,0.004639237,-0.017647157,-0.00496386,-0.008538807,0.001303828,-0.002225488,-0.00725124,-0.001124711,-0.006154799,-0.000299011,0.000912545
09-09-16,-0.005531586,-0.005607015,-0.004611528,0.026690049,-0.005133593,-0.015898259,-0.001303828,-0.024827742,-0.009586492,0.00270162,-0.002132169,0.002204391,0.005974665
10-09-16,0.001039738,0.000170372,-0.000254441,0.043304151,-0.002104424,-0.00324663,-0.000442898,0.004880422,-0.004476254,-0.000896177,-0.00092954,0.00101472,-0.000484947
11-09-16,-0.027297413,-0.00478143,-0.029021403,-0.04454067,-0.002108862,-0.003257205,-0.000443094,0.004856719,-0.004496381,-0.000896981,-0.000930405,0.001013692,-0.000485183
12-09-16,0.0025087,0.009370543,-0.008402579,0.021698872,-0.002113318,-0.012712926,-0.00044329,0.004833246,-0.00451669,-0.000897787,-0.000931271,0.001012665,-0.000485418
13-09-16,0.001639524,-0.001867097,-0.000387186,0.002099747,-0.002629658,-0.001322577,0,-0.014941748,-0.004339436,0.000214368,0.004923384,-0.003535098,0.002791364
14-09-16,0.002365709,0.012661602,0.002730646,0.000377487,0.001826885,0.00485848,0.00263311,-0.000587849,-0.000789715,-0.002212604,-0.010878628,0.005625605,-0.000754855
15-09-16,-0.005795514,0.331378643,-0.005295614,0.001156738,-0.006151612,-0.001212409,-0.001303828,0.010058516,0.005074573,0.00254963,0.005292032,-0.003661261,-0.000236565
16-09-16,-0.000299815,-0.10893992,-0.00150431,0.05053989,-0.005746295,-0.009433032,-0.002660334,-0.003779428,-0.01497372,-0.000123593,-0.001259051,-0.002118776,0.006104964
17-09-16,-0.001630747,-0.059198698,-0.000202323,0.011309041,0.001796194,0.00271183,0.000887565,-6.20E-06,0.00316414,-0.002596006,-0.005839677,0.002885639,-0.00072412
18-09-16,0.006398818,-0.023791765,0.060659556,-0.02128231,0.001792973,0.002704496,0.000886778,-6.20E-06,0.00315416,-0.002602763,-0.005873979,0.002877336,-0.000724645
19-09-16,-0.001061492,0.000729341,-0.053918293,0.059173707,0.001789764,0.016960684,0.000885992,-6.20E-06,0.003144242,-0.002609555,-0.005908687,0.002869081,-0.00072517
20-09-16,-0.001502996,-0.010701561,0.002843654,0.089947014,0.000367363,-0.000572902,0.001303828,0.000299094,0.001925125,0.001988438,0.002175676,0.000398022,0.00150358
21-09-16,-0.018521286,0.006463957,-0.000442568,-0.046946788,0.009940876,0.025257895,0,0.010858,0.00409306,-0.002390007,-0.004554763,-0.001061745,-0.002445574
22-09-16,-0.001426143,0.002047982,-0.019138485,-0.03856697,0.008545823,0.016824051,0.002626195,0.006478752,0.022519371,0.003508276,0.00390294,-0.005911206,-0.006581022
23-09-16,0.010914607,0.052381406,0.011962446,0.00629825,-0.002165753,-0.014439413,0,-0.005753293,-0.004432628,0.001512276,0.003918331,-0.004459029,0.004319272
24-09-16,-0.000359993,0.020723997,-0.002039893,-0.03460199,0.000698366,0.001240805,0.000873868,-0.002866693,-0.007343495,0.000865212,-0.002772685,0.000113524,-0.00081541
25-09-16,-0.002989756,0.064818637,0.000851118,0.017168266,0.000697879,0.001239267,0.000873105,-0.002874934,-0.007397821,0.000864464,-0.002780394,0.000113511,-0.000816075
26-09-16,0.011940296,0.013655542,0.013136803,-0.021432698,0.000697392,-0.013537791,0.000872343,-0.002883223,-0.007452957,0.000863717,-0.002788146,0.000113499,-0.000816742
27-09-16,-0.00309175,0.032858687,-0.001685908,0.021234219,-0.010075104,-0.022227167,0.002612473,0.006423495,-0.003105683,0.000944458,-0.000699859,-0.00021669,0.003495476
28-09-16,-0.002375088,0.094879238,-0.00380502,0.01338505,-0.005185711,-0.002255384,-0.01137034,0.005282576,0.007390422,-0.002696109,0.003299228,0.001598276,0.000434553
29-09-16,0.001594431,-0.014920664,0.002082461,-0.01528787,0.001755927,0.003721276,-0.001760815,-0.009365128,-0.00314719,0.000482077,0.002084304,-7.21E-05,-0.003512862
30-09-16,0.006651166,-0.00946806,-0.001043291,0.011514223,-0.006379958,0.001254771,0.00922168,0.007936393,0.010085825,-0.000482077,-0.005850891,-0.004544054,0.000239097
01-10-16,0.006942781,-0.07341129,0.001981584,-0.003947349,-0.001104118,0.002061722,-0.000873476,-0.00108749,0.002579455,0.000449114,-0.000819305,0.002064596,0.001110218
02-10-16,-0.005046962,-0.004886998,-0.001796782,0.002047596,-0.001105339,0.00205748,-0.00087424,-0.001088674,0.002572819,0.000448913,-0.000819977,0.002060342,0.001108987
03-10-16,0.002029341,-0.009351612,-0.001130167,0.018963427,-0.001106562,-0.022256463,-0.000875004,-0.00108986,0.002566217,0.000448711,-0.00082065,0.002056106,0.001107758
04-10-16,-0.00315628,-0.02960949,-0.003900279,-0.013124314,-0.032863637,-0.059292044,0.003919722,-0.004967882,0.002559648,-0.002165286,-0.006444525,0.001695935,0.003198838
05-10-16,0.003773586,-0.054697044,0.005243837,-0.018341467,-0.000610407,-0.004469977,0.009125628,0.004287486,-0.003190708,3.30E-05,-0.00908106,0.00471293,0.00203943
06-10-16,0.000832308,-0.007153975,0.000886904,-0.014013362,-0.01213253,-0.019816237,0.001306885,0.000481444,-0.00160537,-0.000223917,0.001783622,-0.004445954,0.003699628
07-10-16,0.006665883,-0.000677553,0.004086229,-0.014670305,-0.000772857,0.002080204,-0.00519093,-0.003258788,-0.007401811,-0.005699525,-0.028046833,0.006814511,0.002816699
08-10-16,0.003214616,-0.009123778,-0.006295847,-0.03600778,0.002419626,0.0111361,0,0.001534124,0.004223949,0.001566056,0.000870157,-0.001010034,0.000990484
09-10-16,-0.003812665,0.031376707,-0.005989685,-0.013628635,0.002413785,0.011013452,0,0.001531774,0.004206182,0.001563608,0.0008694,-0.001011055,0.000989504
10-10-16,0.003628589,0.056067773,-0.005245535,-0.025050451,0.002407973,-0.006059423,0,0.001529432,0.004188564,0.001561167,0.000868645,-0.001012079,0.000988526
11-10-16,0.035046198,0.03158417,0.005560022,0.002565716,-0.003383057,-0.008499524,0.002598833,-0.012524578,-0.004426156,-0.005025579,-0.007556594,0.0045514,0.00098755
12-10-16,-0.007641377,-0.035225789,-0.015266626,0.012462639,-0.001387283,-5.73E-05,0.002592097,0.001145933,-0.005126955,-0.007104549,-0.005047108,0.005837432,0.004505392
13-10-16,0.000933235,0.004142872,0.038637149,0.002468982,0.003541462,-0.002581387,0.005164123,-0.003104076,-0.010412213,-0.004536602,-0.007462431,0.002123465,-0.003586121
14-10-16,0.005624946,0.093805666,-0.002298772,-0.00207521,-0.001461258,-0.000976927,-0.001300149,0.000201584,0.015843525,0.003430398,0.00280709,-0.003399712,0.001690212
15-10-16,-0.002708309,-0.073467663,-0.006478762,0.003779016,0.000359103,0.001981592,0.002150522,-0.001013178,-0.002422807,-0.002474313,-0.001056308,0.00126275,-0.000547844
16-10-16,0.004663038,-0.008382692,0.00335659,-0.002657198,0.000358974,0.001977673,0.002145907,-0.001014205,-0.002428691,-0.00248045,-0.001057425,0.001261158,-0.000548145
17-10-16,-0.00380691,-0.005959789,0.006421321,0.004458069,0.000358846,-0.002063748,0.002141312,-0.001015235,-0.002434604,-0.002486618,-0.001058545,0.001259569,-0.000548445
18-10-16,-0.001930812,0.039077011,-0.018297143,0.047460469,0.005214336,0.009424064,0,0.006141506,0.012110749,0.004352374,0.002927607,-0.002517352,-0.001755229
