Date,Week day,ON,1W,1M,2M,3M,6M,12M
18.09.2014,Thu,0.0907,0.12175,0.1535,0.19595,0.2331,0.3304,0.5852
17.09.2014,Wed,0.091,0.122,0.153,0.19525,0.2341,0.3304,0.5827
16.09.2014,Tue,0.091,0.12175,0.1535,0.195,0.2344,0.33015,0.5827
15.09.2014,Mon,0.091,0.1193,0.1536,0.195,0.2346,0.3309,0.5847
12.09.2014,Fri,0.091,0.11925,0.1536,0.195,0.2346,0.3309,0.5862
11.09.2014,Thu,0.0906,0.1215,0.1536,0.195,0.2341,0.3309,0.5822
10.09.2014,Wed,0.0909,0.12125,0.1535,0.19525,0.2346,0.3314,0.5807
09.09.2014,Tue,0.0905,0.11955,0.1535,0.195,0.2346,0.3294,0.5737
08.09.2014,Mon,0.091,0.11985,0.1535,0.1953,0.2336,0.3263,0.5626
05.09.2014,Fri,0.091,0.11825,0.1528,0.195,0.2323,0.327,0.5691
04.09.2014,Thu,0.091,0.12125,0.1561,0.1966,0.2331,0.3289,0.5641
03.09.2014,Wed,0.0905,0.12125,0.1561,0.1966,0.2341,0.3289,0.5656
02.09.2014,Tue,0.0905,0.12225,0.1565,0.197,0.2331,0.32965,0.5621
01.09.2014,Mon,0.0895,0.12445,0.1565,0.19675,0.2336,0.3294,0.5646
29.08.2014,Fri,0.0895,0.12325,0.157,0.1959,0.2336,0.3299,0.5656
28.08.2014,Thu,0.0915,0.12425,0.1545,0.1969,0.2336,0.3319,0.5631
27.08.2014,Wed,0.092,0.1235,0.1567,0.1971,0.2346,0.3319,0.5626
26.08.2014,Tue,0.092,0.123,0.156,0.19675,0.2381,0.3299,0.5646
22.08.2014,Fri,0.0919,0.121,0.155,0.1951,0.2384,0.3305,0.5656
21.08.2014,Thu,0.092,0.1225,0.155,0.194,0.2349,0.329,0.5646
20.08.2014,Wed,0.0911,0.12125,0.155,0.19375,0.2349,0.327,0.5561
19.08.2014,Tue,0.0919,0.12225,0.1555,0.19375,0.2344,0.3285,0.5521
18.08.2014,Mon,0.0914,0.12175,0.1555,0.19385,0.2321,0.3285,0.5511
15.08.2014,Fri,0.0915,0.12175,0.1555,0.1945,0.2321,0.3285,0.5506
14.08.2014,Thu,0.0911,0.1215,0.155,0.19425,0.2311,0.3292,0.5508
13.08.2014,Wed,0.0903,0.1205,0.155,0.1955,0.2336,0.3309,0.5553
12.08.2014,Tue,0.0901,0.12125,0.156,0.196,0.2331,0.3289,0.5553
11.08.2014,Mon,0.0902,0.12025,0.1555,0.19625,0.2338,0.3281,0.5545
08.08.2014,Fri,0.0895,0.1205,0.156,0.19475,0.2351,0.3289,0.554
07.08.2014,Thu,0.0895,0.1215,0.157,0.193,0.2331,0.3283,0.5554
06.08.2014,Wed,0.0899,0.12,0.1588,0.1941,0.2342,0.3283,0.5559
05.08.2014,Tue,0.0899,0.122,0.1585,0.196,0.2371,0.3299,0.5604
04.08.2014,Mon,0.0905,0.1205,0.1569,0.19625,0.2371,0.3306,0.5621
01.08.2014,Fri,0.0899,0.122,0.156,0.19775,0.2381,0.3344,0.5781
31.07.2014,Thu,0.0865,0.12325,0.156,0.1985,0.2391,0.3345,0.5796
30.07.2014,Wed,0.091,0.12325,0.1558,0.1985,0.2396,0.3325,0.5686
29.07.2014,Tue,0.0911,0.12225,0.155,0.197,0.2371,0.33,0.5646
28.07.2014,Mon,0.0907,0.12175,0.155,0.19725,0.2361,0.3288,0.5636
25.07.2014,Fri,0.0915,0.122,0.156,0.19725,0.2341,0.3281,0.5601
24.07.2014,Thu,0.0913,0.12325,0.15425,0.1975,0.2351,0.3291,0.5571
23.07.2014,Wed,0.092,0.123,0.155,0.19765,0.2341,0.3288,0.5536
22.07.2014,Tue,0.0925,0.123,0.15525,0.1975,0.2326,0.3271,0.5561
21.07.2014,Mon,0.0915,0.123,0.15475,0.19725,0.2331,0.3274,0.5521
18.07.2014,Fri,0.093,0.122,0.15425,0.19725,0.2316,0.3254,0.5529
17.07.2014,Thu,0.0925,0.12275,0.1562,0.19595,0.2336,0.3271,0.5544
16.07.2014,Wed,0.0924,0.12275,0.15545,0.19595,0.2336,0.3266,0.5549
15.07.2014,Tue,0.0942,0.12275,0.1542,0.19575,0.2331,0.3264,0.5519
14.07.2014,Mon,0.0934,0.1225,0.152,0.19275,0.2326,0.3264,0.5519
11.07.2014,Fri,0.0939,0.12275,0.152,0.1915,0.2336,0.3257,0.5497
10.07.2014,Thu,0.094,0.12225,0.1515,0.19175,0.2336,0.3272,0.5492
09.07.2014,Wed,0.0942,0.1225,0.15275,0.195,0.2341,0.3307,0.5572
08.07.2014,Tue,0.0941,0.12225,0.1525,0.1925,0.2336,0.3302,0.5562
07.07.2014,Mon,0.0945,0.123,0.1534,0.19275,0.2341,0.3283,0.5562
04.07.2014,Fri,0.0954,0.123,0.1534,0.1925,0.2331,0.3272,0.5532
03.07.2014,Thu,0.0954,0.123,0.1555,0.19555,0.2321,0.3267,0.5467
02.07.2014,Wed,0.0959,0.123,0.1555,0.19725,0.2346,0.3279,0.5467
01.07.2014,Tue,0.095,0.123,0.1552,0.193,0.2318,0.3279,0.5462
30.06.2014,Mon,0.0936,0.123,0.1552,0.19325,0.2307,0.3268,0.5451
27.06.2014,Fri,0.0966,0.123,0.1515,0.19645,0.2346,0.3268,0.5451
26.06.2014,Thu,0.0962,0.1225,0.1495,0.19545,0.2341,0.32615,0.5461
25.06.2014,Wed,0.0955,0.12325,0.151,0.196,0.23385,0.3259,0.5471
24.06.2014,Tue,0.096,0.1235,0.1515,0.19725,0.2336,0.3263,0.5471
23.06.2014,Mon,0.0953,0.123,0.152,0.19625,0.2326,0.3253,0.5471
20.06.2014,Fri,0.0955,0.123,0.154,0.1965,0.2306,0.3234,0.5471
19.06.2014,Thu,0.095,0.123,0.15325,0.192,0.2296,0.3229,0.5456
18.06.2014,Wed,0.096,0.123,0.153,0.19345,0.231,0.3254,0.5506
17.06.2014,Tue,0.094,0.12375,0.155,0.19595,0.231,0.3245,0.5506
16.06.2014,Mon,0.0921,0.1235,0.154,0.19525,0.2306,0.3261,0.5466
13.06.2014,Fri,0.0922,0.1235,0.15425,0.1965,0.2321,0.3255,0.5446
12.06.2014,Thu,0.0919,0.12025,0.15175,0.19405,0.2306,0.324,0.5401
11.06.2014,Wed,0.0888,0.12255,0.15125,0.19125,0.2298,0.3203,0.5396
10.06.2014,Tue,0.0893,0.123,0.152,0.19175,0.2303,0.3214,0.5366
09.06.2014,Mon,0.0901,0.123,0.15225,0.19175,0.23055,0.3214,0.5351
06.06.2014,Fri,0.0909,0.122,0.1535,0.19375,0.2296,0.3214,0.5335
05.06.2014,Thu,0.0925,0.12,0.151,0.19075,0.2306,0.3224,0.5345
04.06.2014,Wed,0.09,0.122,0.152,0.19175,0.2295,0.3219,0.534
03.06.2014,Tue,0.088,0.119,0.1509,0.1894,0.2274,0.3219,0.535
02.06.2014,Mon,0.089,0.1209,0.151,0.1905,0.22715,0.3219,0.5345
