"","GOLD","SILVER","LIBOR","SnP500","DAX","EURUSD","GBPUSD","USDCHF"
"1",1362,18.663,0.091,2001.569946,9661.5,1.295908,1.626598,0.9327
"2",1353.4,18.452,0.0907,2011.359985,9798.129883,1.285,1.62681,0.94229
"3",1343.1,17.781,0.0912,2010.400024,9799.259766,1.292006,1.643709,0.93435
"4",1343.46666666667,17.777,0.0909,2005.030029,9782.68652366667,1.28938466666667,1.63980166666667,0.93629
"5",1343.83333333333,17.773,0.0906,1999.660034,9766.11328133333,1.28676333333333,1.63589433333333,0.93823
"6",1344.2,17.699,0.0903,1994.290039,9749.540039,1.284142,1.631987,0.94017
